delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,0000,0000,-001,0001,0001,-003,0001,0002
-001,0000,0000,-001,0001,-001,-003,-001,0002
-001,-001,0000,-001,0001,0001,-002,0000,0000
-001,-001,0000,-001,0000,0001,-001,0000,0000
-002,-002,0000,0000,0000,0001,-002,0000,0000
0001,-001,0000,0000,0001,0001,0000,0000,0001
-001,-001,0000,0001,0001,0001,-001,0002,0002
-001,0000,0001,0001,0002,0000,0001,0002,0002
-001,0001,0004,0000,0002,0003,0001,0002,0002
-001,0002,0002,0000,0002,0004,0001,0003,0003
0001,0002,0002,0001,0004,0004,0000,0004,0003
0002,0005,0002,0003,0007,0004,0000,0005,0003
0003,0009,0003,0003,0007,0004,0001,0006,0006
0003,0015,0005,0003,0015,0009,0001,0008,0007
0003,0034,0007,0002,0025,0011,0001,0011,0007
0002,0175,0007,0002,0038,0011,-001,0011,0002
0002,2052,0007,0002,0039,0011,-001,0011,0002
0002,2052,0007,0002,0039,0011,-001,0011,0002
0002,2052,0007,0002,0044,0011,-001,0011,0002
0002,2052,0007,0002,0045,0011,-001,0011,0002
0002,2052,0007,0002,0047,0011,-001,0011,0002
0002,0607,0007,0007,0046,0017,0001,0027,0015
0001,0086,0003,0009,0046,0019,0006,0027,0017
0001,0086,0003,0009,0046,0019,0006,0023,0017
0001,0086,0003,0009,0046,0019,0006,0021,0017
0004,0027,0004,0009,0025,0019,0002,0019,0017
0004,0011,0004,0010,0025,0019,0002,0019,0017
0000,0011,0033,0144,0151,0244,0149,0159,0246
0000,0004,0033,0144,0151,0244,0149,0159,0246
0000,0204,0033,0144,0151,0226,0141,0158,0230
0000,0204,0289,0141,0151,0226,0141,0154,0230
0000,0204,0289,0142,0151,0233,0147,0154,0236
0000,0204,0285,0141,0151,0233,0147,0153,0236
0000,0204,0046,0004,0151,0005,0005,0004,0113
0119,0096,0046,0004,0002,0003,0002,0003,0003
0119,0096,0046,0001,0002,0003,0002,0003,0003
0001,0096,0046,0001,0002,0003,0002,0003,0003
0001,0096,0046,0002,0002,0002,0000,0003,0002
0001,0096,0046,0002,0002,0002,0000,0003,0002
0001,0096,0046,0003,0002,0002,0001,0003,0002
0001,0096,0046,0003,0002,0002,0001,0003,0002
-001,-001,0000,0001,0002,0002,0000,0002,0002
-001,-001,0000,-001,0002,0001,-003,-001,0002
-001,0000,0000,-001,0002,0001,-003,-001,0002
-001,0000,0000,-001,0002,0001,-003,-001,0002
-001,0000,0000,-001,0002,0001,-003,-001,0002
-001,0000,0000,-001,0002,0001,-003,-001,0002
-001,0000,0000,-001,0002,0001,-003,-001,0002
0000,-001,0000,-001,0002,0001,-002,0000,0000
0000,-001,0002,-001,0001,0004,-001,0001,0000
0000,-001,0002,-001,0001,0004,-002,0001,-001
0000,-001,-002,-001,0001,0003,-002,0001,0000
-001,-001,-002,-002,0000,0001,-002,0001,0000
-001,-002,-001,-002,0000,0000,-002,0001,0000
-001,-002,0000,-002,0000,0000,-001,0001,0000
