delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,-001,-002,0001,0001,0000,0001,0001,0001
0000,0001,0001,0001,0002,0002,0001,0001,0001
0002,0000,-001,0003,0001,0002,0001,0000,0001
0002,0000,0001,0003,0001,0002,0001,0000,0001
0003,0000,0001,-001,0001,0002,0003,0000,0001
0003,0000,0001,-001,0001,0001,0002,0000,0001
0003,0000,0000,-002,0001,0001,0004,0000,0001
0001,0001,0000,0002,0003,0001,0002,0001,0002
0001,0001,0000,0001,0001,0001,0002,-001,0002
0001,0001,0001,0003,0001,0001,0002,0001,0000
0001,0001,0001,0003,0001,0001,0003,0001,0000
0005,0005,0001,0008,0005,0004,0008,0006,0000
0007,0005,0001,0011,0009,0004,0008,0007,0000
0009,0014,0001,0015,0019,0004,0011,0008,0003
0009,0040,0003,0021,0036,0004,0015,0018,0001
0008,0067,0006,0022,0048,0008,0015,0020,0001
0008,0069,0006,0022,0050,0008,0015,0020,0001
0008,0067,0006,0022,0052,0008,0015,0020,0001
0008,0060,0006,0022,0052,0008,0015,0020,0001
0008,0052,0006,0022,0044,0008,0015,0020,0001
0008,0051,0006,0022,0043,0008,0015,0020,0001
0008,0032,0002,0015,0034,0006,0015,0017,0001
0008,0018,0002,0012,0022,0004,0012,0010,0003
0008,0012,0003,0010,0016,0004,0009,0009,0004
0008,0010,0003,0010,0016,0004,0009,0009,0004
0008,0009,0003,0010,0009,0004,0009,0009,0004
0008,0006,0003,0010,0009,0004,0009,0009,0004
0008,0005,0003,0010,0007,0004,0009,0009,0004
0008,0005,0003,0010,0006,0004,0009,0009,0004
0008,0005,0003,0010,0006,0004,0009,0009,0004
0007,0003,-001,0004,0006,0004,0009,0004,0000
0005,0003,-001,0004,0003,0003,0008,0004,0000
0002,0001,-001,0004,0002,0003,0003,0004,-001
0002,0001,0000,0003,0001,0003,0003,0004,-001
0002,0001,0000,0002,0001,0003,0003,0001,-001
0001,0001,0000,0002,0002,0002,0003,0001,0002
0001,-001,-001,0002,0002,0003,0002,0001,0002
0001,-001,-001,0001,0000,0002,0002,0001,0001
-002,0000,-002,0000,-001,0001,0001,0003,0001
-002,0000,-001,0000,-001,0000,0002,0003,0001
-002,0000,-001,0000,-001,0001,0002,0003,0002
0001,0000,-001,0002,0000,0002,0003,0002,0000
0001,0000,-001,0003,0000,0002,0003,0002,0000
0001,0000,-001,0002,0000,0002,0002,0002,0000
0001,0000,0000,0001,0001,0003,0002,0002,0001
0001,0000,0000,0001,0001,0003,0002,0002,0001
0000,0000,0000,0001,0001,0003,0003,0002,0001
0000,0000,-001,0002,0000,0000,0001,0001,0000
0000,-001,0000,0002,0000,0001,0001,0001,0000
0000,-001,-001,0002,0000,0001,0001,0001,0000
0001,0000,-002,0001,0002,0003,0001,0002,0001
0001,0000,-002,0001,0002,0003,0002,0002,0002
0001,0000,0001,0001,0002,0002,0002,0001,0001
-001,0000,0001,0001,0001,0002,0002,0001,-001
-001,0000,0000,0001,0001,0002,0002,0001,-001
