delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0002,0000,0001,-001,0000,-002,-002,0000,-001
0001,0000,-001,-001,0000,-002,-002,-002,-001
0001,0000,-001,0001,0000,0000,0000,-002,-001
0002,0002,0001,0001,0000,0000,0000,-002,-001
0003,0002,0001,0001,0000,0000,0000,0001,-001
0002,0002,0001,-001,0000,0000,-001,-002,-001
0000,0000,0000,0000,0000,0000,0000,-001,-001
0000,0000,0000,0000,0000,0002,-001,-001,-001
0001,0001,0002,0000,0001,0002,0000,0001,0003
0001,0001,0003,-001,0001,0000,0000,0001,0003
0001,0001,0004,-001,0001,0000,0000,0001,0003
0002,0004,0004,-001,0004,0004,0000,0003,0003
0002,0004,0005,0001,0005,0005,0000,0003,0004
0002,0014,0008,0001,0012,0007,0002,0005,0007
0003,0024,0011,0003,0021,0016,0002,0011,0014
0003,0033,0011,0003,0029,0023,0002,0013,0016
0000,0043,0010,-001,0035,0023,-002,0014,0021
0000,0043,0010,-001,0035,0023,-002,0014,0021
0000,0042,0010,-001,0033,0023,-002,0014,0021
0000,0039,0010,-001,0033,0023,-002,0014,0021
0000,0038,0010,-001,0033,0023,-002,0014,0021
0000,0036,0010,-001,0030,0023,-002,0014,0021
0001,0028,0010,0001,0027,0021,0000,0012,0018
0003,0025,0009,0003,0023,0021,0002,0010,0016
0004,0019,0008,0003,0017,0013,0002,0009,0010
0004,0016,0008,0000,0013,0009,0002,0003,0008
0004,0015,0008,0000,0011,0009,0002,0003,0008
0004,0012,0008,0000,0011,0009,0002,0003,0008
0004,0012,0008,0000,0011,0009,0002,0003,0008
0004,0011,0008,0000,0008,0009,0002,0003,0008
0004,0011,0008,0000,0008,0009,0002,0003,0008
0004,0007,0004,0001,0006,0005,0002,0002,0006
0002,0006,0003,0001,0005,0005,0001,0002,0005
0002,0002,0003,0002,0003,0004,0000,0002,0004
0002,0002,0002,0001,0003,0004,0000,0002,0005
0001,0002,0002,0001,0001,-001,-001,0001,0002
0001,0002,-001,0000,0001,-001,-001,0001,0001
0001,0002,-001,0000,0001,-002,-001,-001,0001
0002,0000,0003,0002,-001,-003,0001,-001,0001
0002,0000,0003,0002,0000,-003,0001,-001,0001
0004,0000,0002,0002,0000,-001,0002,0001,0001
0001,0000,0001,-002,0000,-001,0001,0001,-001
0001,0000,0001,-001,0000,-001,0002,0001,-001
0001,0000,0001,-001,0000,-001,0002,0001,-001
0002,0000,0000,0001,0000,-002,0002,0000,0001
0002,0000,0001,0001,0000,-002,-003,0000,0001
0000,0000,0001,0001,0000,-002,-003,0000,-001
-001,0000,0001,-001,0000,-002,0003,0000,-001
-001,0000,-002,-001,0000,-001,0003,0000,-001
-001,0000,-002,-001,0000,0001,0003,0000,0000
0002,0002,0001,0001,-001,0001,-001,0000,0002
0002,0002,0001,0001,-001,-001,0001,0000,0002
0004,0003,0001,0001,-001,-001,0001,0001,0001
0001,0000,0002,0000,0001,0001,0001,0000,0001
0001,0000,0002,0000,0001,0001,0001,0000,-001
