delta1,delta2,delta3,delta4
00001,00053,00010,00016
00001,00064,00010,00016
00013,00074,00029,00050
00013,00074,00034,00048
00013,00074,00030,00044
00013,00074,00029,00034
00013,00074,00018,00031
00013,00074,00018,00023
00003,00027,00012,00017
00002,00021,00004,00014
00002,00021,00004,00005
00002,00021,00004,00006
00002,00021,00004,00003
00002,00021,00004,00003
00002,00021,00004,00005
-0001,00006,00000,00005
-0001,00004,00000,00005
-0001,-0002,00000,00005
00000,00006,00003,00003
00000,00007,00003,00003
00000,00005,00003,00003
-0002,-0002,00000,00001
00000,-0001,00004,00005
-0002,-0006,00000,00000
-0002,00004,00001,00001
00000,-0005,00000,00000
00001,00007,00002,00002
-0001,-0005,-0003,-0003
-0001,-0001,-0002,00001
00003,-0007,00000,-0001
00001,-0006,-0002,00001
00000,-0004,-0003,-0002
-0002,-0007,-0002,-0002
00000,-0002,-0002,-0001
00002,00002,-0002,00002
-0001,-0002,-0002,00000
-0001,00001,00001,00001
-0002,-0004,-0002,00000
-0001,00002,-0002,00000
00003,-0006,-0002,-0001
