delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,-001,0000,0000,0000,0001,-001,0000,0000
0000,-001,0000,0000,0000,0001,-001,0001,0000
0000,-001,0000,0000,0000,0000,-002,0001,0000
0000,-001,0000,0000,0000,0000,-003,0001,0001
-001,-001,0000,0000,0000,0000,-003,0001,0002
-001,-001,0002,0001,0000,0000,-001,0001,0002
-001,0000,0002,0001,0001,0002,-001,0001,0002
-001,0000,0000,0001,0002,0003,-001,0001,0002
0000,0000,0000,-001,0003,0002,-001,0001,0002
0001,0001,0000,-001,0003,0003,0000,0003,0002
0003,0003,0001,0000,0005,0002,0001,0004,0002
0003,0006,0003,0000,0009,0004,0002,0007,0004
0003,0010,0003,0003,0014,0005,0002,0010,0005
0003,0015,0004,0003,0018,0006,0002,0012,0005
0004,0021,0005,0004,0023,0008,0000,0014,0006
0002,0034,0005,0004,0029,0008,0000,0019,0007
0001,0054,0001,0003,0033,0007,0000,0023,0007
0001,0063,0001,0003,0036,0007,0000,0023,0007
0001,0071,0001,0003,0038,0007,0000,0023,0007
0001,0079,0001,0003,0038,0007,0000,0023,0007
0001,0082,0001,0003,0039,0007,0000,0023,0007
0001,0082,0001,0003,0037,0007,0000,0023,0007
0002,0073,0002,0004,0037,0007,0000,0020,0007
0003,0046,0003,0005,0032,0006,0002,0019,0007
0003,0027,0005,0005,0027,0006,0001,0017,0007
0003,0017,0005,0004,0017,0007,0002,0013,0006
0002,0009,0004,0004,0012,0007,0002,0010,0006
0002,0009,0004,0004,0011,0007,0002,0010,0006
0002,0008,0004,0004,0010,0007,0002,0010,0006
0002,0006,0004,0004,0007,0007,0002,0010,0006
0002,0006,0004,0004,0007,0007,0002,0010,0006
0002,0005,0004,0004,0005,0007,0002,0010,0006
0001,0001,0004,0002,0004,0005,0000,0004,0004
0001,0001,0001,0000,0003,0004,0000,0003,0004
-002,-001,0001,-001,0002,0002,0000,0003,0004
-002,-001,0001,-001,0001,0002,0000,0000,0002
-001,-001,0001,-001,0001,0003,0000,0000,0001
-001,-001,0000,0000,0001,0003,0000,0000,0001
-001,-001,-001,-001,-001,0002,0000,0000,0001
-001,-003,-001,0000,-001,0002,-001,0000,0000
-001,0000,-001,-001,0000,0002,-001,0001,0000
-001,0000,-001,0000,0001,0002,-001,0001,0000
-001,0001,-003,0000,0001,0002,-001,0001,0000
-001,0000,-003,0000,0001,0002,-001,0001,-001
-001,-001,-002,-001,0002,0002,-001,0000,-001
0000,-001,-001,-001,0000,0001,-002,0000,0001
0000,-001,-002,-001,0000,-001,-001,0000,0001
0000,-001,-001,-001,0000,-001,-002,0001,0001
-001,0000,0000,-001,0001,-001,-001,0000,0001
-001,0000,0000,-001,0001,0002,-001,0001,-001
-001,0000,0001,0000,0000,0002,-001,0001,-001
-001,0000,0000,-001,0000,0002,-001,0002,0000
-001,-002,0000,-002,0000,0000,-001,0003,0001
-001,-002,0000,-002,0000,0000,-001,0003,0002
-001,-002,0000,-002,0000,0000,-002,0003,0001
