delta1,delta2,delta3,delta4
0010,0015,0027,0018,
0010,0016,0027,0020,
0014,0020,0038,0034,
0014,0020,0038,0034,
0014,0027,0043,0034,
0027,0031,0053,0044,
0027,0031,0053,0044,
0027,0041,0060,0044,
0026,0041,0069,0048,
0026,0041,0069,0048,
0026,0038,0069,0048,
0016,0023,0057,0049,
0016,0023,0051,0049,
0009,0021,0050,0049,
0003,0003,0012,0013,
0003,0003,0012,0013,
0003,-002,0010,0013,
-004,-001,0001,0001,
-004,-001,0001,0001,
-004,-001,0001,0001,
0004,-008,0000,-002,
0004,-008,0000,-002,
0004,-008,0000,-002,
-002,-005,-004,-001,
-002,-005,-004,-001,
-002,-005,-004,-001,
0001,-006,0000,-002,
0001,-006,0000,-002,
0001,-006,0000,-002,
-006,-004,-006,-002,
