delta1,delta2,delta3,delta4
0018,0023,0038,0034,
0018,0023,0038,0034,
0010,0023,0031,0037,
0010,0023,0031,0037,
0010,0023,0031,0037,
0007,0019,0024,0029,
0007,0019,0024,0029,
0007,0019,0024,0029,
0006,0008,0014,0015,
0006,0008,0005,0015,
0006,0008,0005,0015,
-002,0004,0005,0005,
-002,0004,0006,0005,
-002,0004,0006,0005,
0003,0001,0003,0001,
0003,0001,0003,0001,
0003,0001,0003,0001,
0001,0002,0001,0003,
0001,0002,0001,0003,
0001,0002,0001,0003,
0002,0001,0005,0000,
0002,0001,0005,0000,
0002,0001,0005,0000,
-003,0001,-001,0004,
-003,0001,-001,0004,
-003,0001,-001,0004,
0002,0001,0003,0002,
0002,0001,0003,0002,
0001,0000,0002,0001,
-005,-001,-003,-002,
