delta1,delta2,delta3,delta4
0016,0017,0029,0023,
0013,0023,0029,0033,
0013,0023,0031,0033,
0013,0023,0031,0033,
0012,0018,0025,0032,
0012,0018,0025,0032,
0012,0018,0025,0032,
0009,0009,0017,0014,
0009,0009,0017,0014,
0009,0009,0017,0014,
0003,0005,0011,0004,
0003,0005,0011,0004,
0003,0005,0011,0004,
0007,0002,0008,0001,
0007,0002,0008,0001,
0007,0002,0008,0001,
0007,0001,0003,0003,
0007,0001,0003,0003,
0007,0001,0003,0003,
0003,-002,0001,0000,
0003,-002,0001,0000,
0003,-002,0001,0000,
0008,-001,0003,-001,
0008,-001,0003,-001,
0008,-001,0003,-001,
0003,0002,0003,0005,
0003,0002,0003,0005,
0003,0002,0003,0005,
0003,-003,0000,-001,
0003,-003,0000,-001,
