delta1,delta2,delta3,delta4
0014,0020,0029,0028,
0014,0020,0029,0028,
0012,0015,0025,0026,
0012,0015,0025,0026,
0012,0015,0025,0026,
0006,0006,0011,0012,
0006,0006,0008,0012,
0006,0006,0008,0012,
0004,0000,0002,0001,
0004,0000,0002,0001,
0004,0000,0002,0001,
-001,0007,-003,0007,
-001,0007,-003,0007,
-001,0007,-003,0007,
-004,0004,-004,0003,
-004,0004,-004,0003,
-004,0004,-004,0003,
-001,-001,-002,0001,
-001,-001,-002,0001,
-001,-001,-002,0001,
-002,0001,-003,0000,
-002,0001,-003,0000,
-002,0001,-003,0000,
0000,0005,-003,0006,
0000,0005,-003,0006,
0000,0005,-003,0006,
0003,0005,0001,0000,
0003,0005,0001,0000,
0003,0005,0001,0000,
0001,0002,0001,0001,
