delta1,delta2,delta3,delta4
0015,0028,0042,0044,
0015,0028,0042,0044,
0015,0031,0054,0049,
0015,0031,0051,0049,
0015,0031,0051,0049,
0007,0013,0027,0025,
0007,0013,0022,0025,
0007,0013,0022,0025,
0006,0000,0011,0008,
0006,0000,0011,0008,
0006,0000,0011,0008,
0003,0001,0008,0006,
0003,0001,0008,0006,
0003,0001,0008,0006,
0000,0003,0003,0007,
0000,0003,0003,0007,
0000,0003,0003,0007,
0004,-002,0007,0004,
0004,-002,0007,0004,
0004,-002,0007,0004,
0001,0003,0006,0001,
0001,0003,0006,0001,
0001,0003,0006,0001,
0004,-001,0008,0001,
0004,-001,0008,0001,
0004,-001,0008,0001,
0003,0000,0006,0002,
0003,0000,0006,0002,
0003,0000,0006,0002,
-003,0001,0004,0006,
