delta1,delta2,delta3,delta4
0008,0020,0026,0028,
0008,0020,0026,0028,
0007,0017,0022,0023,
0007,0017,0022,0023,
0007,0017,0022,0023,
0003,0009,0011,0018,
0003,0009,0011,0018,
0003,0009,0011,0018,
-001,0001,0001,0007,
-001,0001,0001,0007,
-001,0001,0001,0007,
-001,0007,0000,0004,
-001,0006,0000,0004,
-001,0006,0000,0004,
0004,-001,0000,0002,
0004,-001,0000,0002,
0004,-001,0000,0002,
0002,0001,0001,0006,
0002,0001,0001,0006,
0002,0001,0001,0006,
0000,0002,-002,-001,
0000,0002,-002,-001,
0000,0002,-002,-001,
-001,0000,-001,-002,
-001,0000,-001,-002,
-001,0000,-001,-002,
0004,-003,0000,0000,
0004,-003,0000,0000,
0004,-003,0000,0000,
0003,0000,0002,0002,
