delta1,delta2,delta3,delta4
0012,0017,0026,0024,
0012,0017,0026,0024,
0011,0016,0031,0026,
0011,0016,0030,0026,
0011,0016,0030,0026,
0006,0011,0018,0022,
0006,0011,0016,0022,
0006,0011,0016,0022,
0003,0008,0009,0013,
0003,0007,0009,0013,
0003,0007,0009,0013,
0004,0000,0008,0001,
0004,0000,0008,0001,
0004,0000,0008,0001,
0003,0001,0003,-002,
0003,0001,0003,-002,
0003,0001,0003,-002,
-002,0002,-003,0004,
-002,0002,-003,0004,
-002,0002,-003,0004,
0001,0002,0006,-002,
0001,0002,0006,-002,
0001,0002,0006,-002,
-002,0000,-001,0003,
-002,0000,-001,0003,
-002,0000,-001,0003,
0002,-001,0003,-003,
0002,0000,0003,-002,
0002,0000,0003,-002,
-001,0002,0001,0006,
