delta1,delta2,delta3,delta4
0010,0017,0028,0028,
0010,0017,0028,0028,
0007,0012,0020,0022,
0007,0012,0020,0022,
0007,0012,0020,0022,
0002,0002,0011,0009,
0002,0002,0011,0009,
0002,0002,0011,0009,
0003,0004,0005,0007,
0003,0004,0005,0007,
0003,0004,0005,0007,
0002,0001,0001,0000,
0002,0001,0001,0000,
0002,0001,0001,0000,
0002,0000,0006,0000,
0002,0000,0006,0000,
0002,0000,0006,0000,
0001,0000,0003,0000,
0001,0000,0003,0000,
0001,0000,0003,0000,
0001,0003,0002,0004,
0001,0003,0002,0004,
0001,0003,0002,0004,
-001,0001,0002,0001,
-001,0001,0002,0001,
-001,0001,0002,0001,
0000,0005,0001,0002,
0000,0003,0001,0002,
0000,0003,0001,0002,
0007,-001,0006,-001,
