delta1,delta2,delta3,delta4
0013,0021,0031,0029,
0013,0021,0031,0029,
0013,0028,0035,0039,
0013,0028,0035,0039,
0013,0028,0035,0039,
0008,0020,0027,0032,
0008,0019,0027,0032,
0008,0019,0027,0032,
0006,0011,0014,0019,
0006,0010,0014,0019,
0006,0010,0014,0019,
0001,0000,0004,0014,
0001,0000,0004,0014,
0001,0000,0004,0014,
0004,0001,0006,-003,
0004,0001,0006,-003,
0004,0001,0006,-003,
-003,0000,0002,0003,
-003,0000,0002,0003,
-003,0000,0002,0003,
0005,0001,0002,-001,
0005,0001,0002,-001,
0005,0001,0002,-001,
0000,0000,0005,0000,
0000,0000,0005,0000,
0000,0000,0005,0000,
0004,0008,-001,0006,
0004,0008,-001,0006,
0004,0008,-001,0006,
-002,0007,-001,0004,
