delta1,delta2,delta3,delta4
0019,0028,0036,0039,
0019,0029,0037,0040,
0013,0027,0053,0052,
0013,0027,0053,0052,
0013,0026,0046,0051,
0011,0025,0043,0042,
0011,0018,0032,0042,
0011,0012,0020,0028,
0007,0009,0015,0020,
0007,0008,0013,0020,
0007,0005,0011,0011,
0007,0005,0003,0008,
0007,0005,0003,0008,
0004,0006,0003,0007,
0003,0003,0002,0003,
0003,0003,0002,0003,
0001,0003,0002,0003,
0001,0000,0006,0005,
0001,0000,0006,0005,
0004,0000,0005,0006,
0007,0004,0000,0001,
0007,0004,0000,0001,
0006,0004,0000,0001,
0005,0000,-001,-001,
0005,0000,-001,-001,
0005,0000,-001,-001,
0000,0000,0001,0003,
0000,0000,0001,0003,
0000,0000,0001,0004,
0007,0004,0003,0001,
