delta1,delta2,delta3,delta4
0007,0019,0026,0031,
0007,0019,0026,0031,
0005,0014,0020,0024,
0005,0014,0020,0024,
0005,0014,0020,0024,
0002,0010,0013,0015,
0002,0010,0012,0015,
0002,0010,0012,0015,
-004,-001,0003,0004,
-004,-001,0003,0004,
-004,-001,0003,0004,
-001,0003,0001,0001,
-001,0003,0001,0001,
-001,0003,0001,0001,
-003,-001,0000,0002,
-003,-001,0000,0002,
-003,-001,0000,0002,
-001,0001,0001,0004,
-001,0001,0001,0004,
-001,0001,0001,0004,
0001,0002,0000,0006,
0001,0002,0000,0006,
0001,0002,0000,0006,
-001,0004,0002,0004,
-001,0004,0002,0004,
-001,0004,0002,0004,
0002,0001,0007,0003,
0002,0001,0007,0003,
0002,0001,0007,0003,
0002,0002,0005,0002,
