delta1,delta2,delta3,delta4
0014,0027,0039,0038,
0014,0027,0039,0038,
0018,0024,0047,0042,
0018,0024,0044,0042,
0018,0024,0044,0042,
0007,0016,0030,0028,
0007,0016,0030,0028,
0007,0016,0030,0028,
0003,0012,0016,0021,
0003,0010,0016,0021,
0003,0010,0016,0021,
0005,0003,0012,0009,
0005,0003,0011,0009,
0005,0003,0011,0009,
0000,0000,0003,0002,
0000,0000,0003,0002,
0000,0000,0003,0002,
0000,0000,0002,0004,
0000,0000,0002,0004,
0000,0000,0002,0004,
0002,0002,0003,0008,
0002,0003,0003,0008,
0002,0003,0003,0008,
0003,-002,0003,-003,
0003,-002,0003,-003,
0003,-002,0003,-003,
-004,0003,0003,0009,
-004,0003,0003,0009,
-004,0003,0003,0009,
0001,-001,0002,-002,
