delta1,delta2,delta3,delta4
0010,0015,0026,0021,
0009,0017,0025,0026,
0009,0017,0025,0026,
0009,0017,0025,0026,
0011,0012,0026,0021,
0011,0012,0022,0021,
0011,0012,0022,0021,
0007,0005,0014,0014,
0007,0005,0014,0014,
0007,0005,0014,0014,
0006,0000,0006,0000,
0006,0000,0006,0000,
0006,0000,0006,0000,
0000,0000,0001,0001,
0000,0000,0001,0001,
0000,0000,0001,0001,
0001,-003,0006,-005,
0001,-003,0006,-005,
0001,-003,0006,-005,
0000,0002,0001,0003,
0000,0002,0001,0003,
0000,0002,0001,0003,
0001,-003,0000,0000,
0001,-003,0000,0000,
0001,-003,0000,0000,
0000,-003,-001,-001,
0000,-003,-001,-001,
0000,-003,-001,-001,
0000,-003,0000,-002,
0000,-003,0000,-002,
