delta1,delta2,delta3,delta4
0014,0017,0033,0025,
0014,0017,0033,0025,
0013,0018,0028,0028,
0013,0018,0028,0028,
0013,0018,0028,0028,
0009,0017,0020,0026,
0009,0015,0020,0026,
0009,0015,0020,0026,
0006,0010,0011,0016,
0006,0010,0011,0016,
0006,0010,0011,0016,
0005,0003,0002,0005,
0005,0003,0002,0005,
0005,0003,0002,0005,
0001,0004,0001,0005,
0001,0004,0001,0005,
0001,0004,0001,0005,
-001,0004,0002,0002,
-001,0004,0002,0002,
-001,0004,0002,0002,
0002,0005,0006,0007,
0002,0004,0006,0007,
0002,0004,0006,0007,
0002,0003,-002,0001,
0002,0003,-002,0001,
0002,0003,-002,0001,
0000,0000,0001,0002,
0000,0000,0001,0002,
0000,0000,0001,0002,
0005,0002,0004,0004,
