delta1,delta2,delta3,delta4
0011,0018,0027,0022,
0010,0013,0026,0025,
0010,0013,0024,0025,
0010,0013,0024,0025,
0009,0009,0012,0013,
0009,0009,0012,0013,
0009,0009,0012,0013,
0005,0003,0003,0006,
0005,0003,0003,0006,
0005,0003,0003,0006,
0002,-001,0003,0003,
0002,-001,0003,0003,
0002,-001,0003,0003,
0000,0001,0000,0005,
0000,0001,0000,0005,
0000,0001,0000,0005,
0005,0005,0000,0007,
0005,0005,0000,0007,
0005,0005,0000,0007,
0000,0000,-002,0002,
0000,0000,-002,0002,
0000,0000,-002,0002,
0000,0004,-002,0000,
0000,0004,-002,0000,
0000,0004,-002,0000,
-001,0002,-002,0006,
-001,0002,-002,0006,
-001,0002,-002,0006,
0003,0000,-001,-001,
0003,0000,-001,-001,
