delta1,delta2,delta3,delta4
0007,0017,0022,0026,
0007,0017,0022,0026,
0012,0020,0030,0033,
0012,0024,0030,0033,
0012,0024,0034,0033,
0020,0031,0042,0042,
0020,0031,0042,0042,
0019,0031,0042,0042,
0015,0031,0050,0043,
0015,0029,0050,0043,
0014,0029,0041,0043,
0012,0022,0040,0034,
0010,0012,0024,0031,
0008,0012,0018,0018,
0002,0006,0011,0013,
0002,0006,0004,0006,
0002,0006,0004,0006,
0001,0005,0002,0001,
0001,0005,0002,0001,
0001,0005,0002,0001,
0000,0001,0005,0007,
0000,0002,0005,0007,
0000,0002,0005,0007,
0005,0006,-002,0001,
0005,0006,-001,0001,
0005,0006,-001,0001,
0000,0002,0003,0002,
0000,0002,0003,0002,
0000,0002,0003,0002,
-001,0002,0007,0007,
