delta1,delta2,delta3,delta4
0009,0024,0033,0024,
0009,0024,0039,0024,
0029,0046,0064,0046,
0029,0046,0064,0046,
0029,0046,0064,0046,
0032,0062,0079,0060,
0032,0062,0082,0060,
0032,0062,0082,0060,
0023,0055,0103,0068,
0023,0055,0103,0068,
0023,0055,0103,0068,
0023,0034,0078,0067,
0023,0034,0074,0067,
0023,0034,0073,0067,
0004,0003,0008,0012,
0004,0003,0008,0012,
0004,0003,0008,0012,
-001,-009,-003,0003,
-001,-009,-003,0003,
-001,-009,-003,0003,
0000,-009,-004,-004,
0000,-009,-004,-004,
0000,-009,-004,-004,
-004,0000,-009,-005,
-004,0000,-009,-005,
-004,0000,-009,-005,
-007,-004,0000,-006,
-007,-004,0000,-006,
-006,-003,0000,-005,
0001,-008,-005,-006,
