delta1,delta2,delta3,delta4
0011,0018,0027,0025,
0014,0020,0034,0034,
0014,0020,0034,0034,
0014,0020,0034,0034,
0010,0023,0033,0036,
0010,0023,0031,0036,
0010,0023,0031,0036,
0007,0011,0020,0022,
0007,0011,0020,0022,
0007,0011,0020,0022,
0006,0005,0009,0008,
0006,0005,0007,0008,
0006,0005,0007,0008,
-002,0003,0000,0006,
-002,0003,0000,0006,
-002,0003,0000,0006,
0003,0001,0002,-001,
0003,0001,0002,-001,
0003,0001,0002,-001,
0002,0000,0004,0002,
0002,0000,0004,0002,
0002,0000,0004,0002,
0000,-001,0000,0000,
0000,-001,0000,0000,
0000,-001,0000,0000,
-003,0005,0001,0003,
-003,0005,0001,0003,
-003,0005,0001,0003,
-001,0000,0003,0000,
-001,0000,0003,0000,
