delta1,delta2,delta3,delta4
0014,0028,0034,0033,
0014,0028,0034,0033,
0015,0031,0041,0041,
0015,0031,0041,0041,
0015,0031,0041,0041,
0016,0023,0034,0039,
0016,0023,0034,0036,
0016,0023,0034,0036,
0012,0012,0033,0020,
0012,0012,0025,0020,
0012,0012,0025,0020,
0003,0006,0013,0009,
0003,0006,0013,0009,
0003,0006,0013,0009,
0001,0005,0005,0008,
0001,0005,0005,0008,
0001,0005,0005,0008,
-003,0005,0004,0002,
-003,0005,0004,0002,
-003,0005,0004,0002,
-001,0002,0000,0001,
-001,0002,0000,0001,
0000,0002,0000,0001,
0000,0004,0001,0004,
0000,0004,0001,0004,
0000,0004,0001,0004,
0006,-002,0005,-009,
0006,-002,0007,-009,
0006,-002,0007,-009,
0001,-003,0000,-003,
