delta1,delta2,delta3,delta4
0011,0014,0027,0021,
0012,0021,0034,0035,
0012,0021,0036,0039,
0012,0021,0036,0039,
0010,0018,0029,0032,
0010,0018,0029,0032,
0010,0018,0029,0032,
0008,0009,0012,0019,
0006,0009,0012,0019,
0006,0009,0012,0019,
0004,0004,0004,0010,
0004,0004,0004,0010,
0004,0004,0004,0010,
0000,0002,0003,0008,
0000,0002,0003,0008,
0000,0002,0003,0008,
-001,0003,0002,0007,
-001,0003,0002,0007,
-001,0003,0002,0007,
0004,0002,0008,0006,
0004,0002,0008,0006,
0004,0002,0008,0006,
0000,0003,0002,0010,
0000,0003,0002,0010,
0000,0003,0002,0010,
0005,0003,0008,0007,
0006,0003,0008,0007,
0006,0003,0008,0007,
0000,0002,0004,0010,
0000,0002,0004,0010,
