delta1,delta2,delta3,delta4
0009,0024,0028,0031,
0009,0024,0028,0031,
0012,0013,0025,0022,
0010,0013,0025,0022,
0010,0013,0025,0022,
0003,0012,0011,0017,
0003,0012,0011,0017,
0003,0012,0011,0017,
0003,0001,0005,0006,
0003,0001,0005,0006,
0003,0001,0005,0006,
0002,0001,0004,0001,
0002,0001,0004,0001,
0002,0001,0004,0001,
0000,-001,-001,0007,
0000,-001,-001,0007,
0000,-001,-001,0007,
0000,0001,0001,0003,
0000,0001,0001,0003,
0000,0001,0001,0003,
0001,0007,0000,0003,
0001,0004,0000,0003,
0001,0004,0000,0003,
-004,0004,-001,0005,
-004,0004,-001,0005,
-004,0004,-001,0005,
0000,0004,-003,0003,
0000,0004,-003,0003,
0000,0004,-003,0003,
0003,0001,-001,0002,
