delta1,delta2,delta3,delta4
0012,0013,0021,0030,
0015,0015,0026,0030,
0016,0025,0032,0039,
0016,0025,0032,0039,
0016,0027,0037,0039,
0017,0026,0041,0043,
0017,0026,0041,0043,
0017,0026,0041,0043,
0012,0018,0031,0035,
0012,0017,0031,0035,
0012,0014,0017,0028,
0006,0009,0010,0017,
0006,0009,0010,0017,
0004,0005,0010,0015,
0004,0002,0005,0003,
0004,0002,0005,0003,
0004,0001,0005,0003,
0004,0000,0005,0003,
0004,0000,0005,0003,
0004,0000,0005,0003,
0005,-001,0002,0003,
0005,-001,0002,0003,
0005,-001,0002,0003,
0001,0000,0002,-001,
0001,0000,0002,-001,
0001,0000,0002,-001,
0003,0001,0005,0011,
0003,0001,0005,0011,
0003,0001,0002,0007,
0005,0000,0002,0004,
