delta1,delta2,delta3,delta4
0011,0022,0028,0033,
0011,0024,0028,0033,
0012,0026,0037,0040,
0012,0026,0037,0040,
0012,0026,0037,0040,
0012,0025,0029,0037,
0012,0025,0029,0037,
0012,0024,0029,0037,
0006,0015,0028,0031,
0006,0015,0022,0031,
0006,0015,0015,0019,
0006,0007,0004,0011,
0006,0007,0004,0011,
0005,0004,0004,0011,
-002,0003,0008,0008,
-002,0003,0008,0008,
-002,0003,0007,0008,
0003,0008,0001,0001,
0003,0008,0001,0001,
0003,0007,0001,0001,
-002,0000,0004,0007,
-002,0000,0004,0007,
-002,0000,0004,0007,
-003,-001,0007,0009,
-003,0001,0007,0009,
-003,0001,0007,0009,
0001,0003,0001,0004,
0001,0003,0001,0004,
0002,0002,0001,0004,
-004,0002,0003,0005,
