delta1,delta2,delta3,delta4
0016,0031,0038,0043,
0016,0031,0038,0043,
0023,0028,0050,0044,
0023,0028,0050,0044,
0023,0028,0050,0044,
0008,0016,0021,0023,
0008,0016,0016,0023,
0008,0016,0016,0023,
0008,0001,0011,0008,
0008,0001,0011,0008,
0008,0001,0011,0008,
0006,0001,0003,0002,
0006,0001,0003,0002,
0006,0001,0003,0002,
0006,-001,0002,0001,
0006,-001,0002,0001,
0006,-001,0002,0001,
0002,0002,-002,0003,
0002,0002,-002,0003,
0002,0002,-002,0003,
0004,0006,0002,0006,
0004,0006,0002,0006,
0004,0006,0002,0006,
0004,-001,0001,0001,
0004,-001,0001,0001,
0004,-001,0001,0001,
0001,0002,0000,0002,
0001,0002,0000,0002,
0001,0002,0000,0002,
0001,0005,0002,0006,
