delta1,delta2,delta3,delta4
0015,0023,0031,0034,
0015,0023,0031,0034,
0015,0022,0038,0031,
0015,0022,0035,0031,
0015,0022,0035,0031,
0013,0010,0021,0021,
0011,0010,0020,0021,
0011,0010,0020,0021,
0003,-001,0007,0006,
0003,-001,0007,0006,
0003,-001,0007,0006,
0002,0004,0001,0007,
0002,0004,0001,0007,
0002,0004,0001,0007,
0002,0003,0000,0002,
0002,0003,0000,0002,
0002,0003,0000,0002,
0002,0002,0002,0005,
0002,0002,0002,0005,
0002,0002,0002,0005,
0001,-003,-001,-002,
0001,-003,-001,-002,
0001,-003,-001,-002,
0002,0003,0001,0004,
0002,0002,0001,0004,
0002,0002,0001,0004,
0003,0002,0002,0003,
0003,0004,0002,0003,
0003,0004,0002,0003,
0000,-003,0002,-001,
