delta1,delta2,delta3,delta4
0007,0014,0024,0026,
0007,0014,0024,0026,
0010,0016,0026,0025,
0010,0016,0026,0025,
0010,0016,0026,0025,
0006,0012,0018,0022,
0006,0012,0018,0022,
0006,0012,0018,0022,
0000,0002,0010,0007,
0000,0002,0010,0007,
0000,0002,0010,0007,
-001,0000,0006,0004,
-001,0000,0006,0004,
-001,0000,0006,0004,
0000,-001,0002,0008,
0000,-001,0002,0008,
0000,-001,0002,0008,
0001,-004,0000,0002,
0001,-004,0000,0002,
0001,-004,0000,0002,
0000,0001,0004,0009,
0000,0001,0004,0009,
0000,0001,0004,0009,
-003,0002,0004,0004,
-003,0002,0004,0004,
-003,0002,0004,0004,
0004,-001,0004,0000,
0004,-001,0004,0000,
0004,-001,0004,0000,
0000,0003,0001,0002,
