delta1,delta2,delta3,delta4
0010,0013,0026,0021,
0010,0013,0026,0021,
0007,0017,0021,0025,
0007,0015,0021,0025,
0007,0015,0021,0025,
0009,0008,0014,0014,
0009,0008,0014,0014,
0009,0008,0014,0014,
0005,0003,0010,0006,
0005,0003,0010,0006,
0005,0003,0010,0006,
0003,0001,0001,0005,
0003,0001,0001,0005,
0003,0001,0001,0005,
0002,-001,-001,0000,
0002,-001,-001,0000,
0002,-001,-001,0000,
0003,-001,0001,-001,
0003,-001,0001,-001,
0003,0000,0001,0000,
0002,0004,-001,0005,
0002,0004,-001,0005,
0002,0004,-001,0005,
0003,-002,0003,0003,
0003,-002,0003,0003,
0003,-002,0003,0003,
0003,0002,0005,0001,
0003,0002,0008,0001,
0003,0002,0008,0001,
0003,0000,0003,0002,
