delta1,delta2,delta3,delta4
0020,0033,0045,0037,
0020,0033,0045,0037,
0035,0040,0063,0051,
0035,0040,0063,0051,
0035,0040,0063,0051,
0033,0053,0075,0059,
0033,0053,0075,0059,
0033,0053,0075,0059,
0022,0042,0084,0063,
0022,0041,0078,0063,
0022,0041,0078,0063,
0008,0015,0040,0031,
0008,0015,0039,0031,
0008,0015,0035,0031,
0001,0001,0006,0001,
0001,0001,0006,0001,
0001,0001,0006,0001,
-001,-001,0002,-003,
-001,-001,0002,-003,
-001,-001,0002,-003,
0000,-004,0001,-003,
0000,-004,0001,-003,
0000,-004,0001,-003,
0002,0000,0000,-003,
0002,0000,0000,-003,
0002,0000,0000,-003,
0004,-001,-001,-003,
0004,-001,-001,-003,
0004,-001,-001,-003,
-001,0002,0001,-004,
