delta1,delta2,delta3,delta4
0016,0021,0036,0029,
0016,0021,0036,0029,
0015,0021,0035,0032,
0015,0021,0035,0032,
0015,0021,0035,0032,
0007,0013,0016,0022,
0007,0013,0016,0022,
0007,0013,0016,0022,
0006,0001,0009,0005,
0006,0001,0009,0005,
0006,0001,0009,0005,
0001,0004,0002,0003,
0001,0004,0002,0003,
0001,0004,0002,0003,
0004,0001,0003,0002,
0004,0001,0003,0002,
0004,0001,0003,0002,
0002,0004,-001,0003,
0002,0004,-001,0003,
0002,0004,-001,0003,
0002,0001,-001,0000,
0002,0001,-001,0000,
0002,0001,-001,0000,
-004,-001,-001,-002,
-004,-001,-001,-002,
-004,-001,-001,-002,
0004,0003,0003,0001,
0004,0003,0004,0001,
0004,0003,0004,0001,
0000,0002,-001,0002,
