delta1,delta2,delta3,delta4
0009,0020,0026,0025,
0011,0026,0033,0037,
0011,0026,0033,0039,
0011,0026,0033,0039,
0009,0017,0023,0027,
0009,0017,0023,0027,
0009,0017,0023,0027,
0001,0007,0011,0015,
0001,0007,0011,0015,
0001,0007,0011,0015,
0002,0004,0003,0006,
0002,0004,0003,0006,
0002,0004,0003,0006,
0002,0002,0003,0004,
0002,0002,0003,0004,
0002,0002,0003,0004,
0001,0006,0002,0007,
0001,0006,0002,0007,
0001,0006,0002,0007,
0000,0005,0001,0000,
0000,0005,0001,0000,
0000,0004,0000,0000,
0002,0003,0004,-001,
0002,0003,0004,-001,
0002,0003,0004,-001,
0001,-002,0002,0001,
0001,-002,0002,0001,
0001,-002,0002,0001,
-004,0005,-002,0005,
-004,0004,-002,0005,
