delta1,delta2,delta3,delta4
0011,0017,0032,0032,
0011,0017,0032,0032,
0010,0026,0029,0038,
0010,0024,0029,0037,
0010,0024,0029,0037,
0008,0016,0019,0024,
0008,0016,0019,0024,
0008,0016,0019,0024,
0001,0005,0010,0007,
0001,0005,0010,0007,
0001,0005,0010,0007,
0008,0000,0003,0002,
0008,0000,0003,0002,
0008,0000,0003,0002,
0005,0002,0005,0003,
0005,0002,0005,0003,
0005,0002,0005,0003,
0000,0003,0000,0005,
0000,0003,0000,0005,
0000,0003,0000,0005,
-004,0005,-002,0005,
-004,0005,-002,0005,
-004,0005,-002,0005,
0006,0004,0008,0001,
0006,0004,0007,0001,
0006,0004,0007,0001,
-002,0002,-003,0000,
-002,0002,-003,0000,
-002,0002,-003,0000,
0003,0004,0001,0003,
