delta1,delta2,delta3,delta4
0008,0020,0025,0029,
0008,0020,0025,0029,
0009,0013,0025,0024,
0009,0013,0025,0024,
0009,0013,0025,0024,
0008,0011,0015,0016,
0008,0011,0011,0016,
0008,0011,0011,0016,
0001,0001,0000,0007,
0001,0001,0000,0007,
0001,0001,0000,0007,
0006,0000,0004,-002,
0006,0000,0004,-002,
0006,0000,0004,-002,
0003,-004,0000,0004,
0003,-004,0000,0004,
0003,-004,0000,0004,
0002,0002,-001,0004,
0002,0002,-001,0004,
0002,0002,-001,0004,
0004,-003,0002,0003,
0004,-003,0002,0003,
0004,-003,0002,0003,
0006,-001,0005,0001,
0006,-001,0005,0001,
0006,-001,0005,0001,
-003,-003,0000,0002,
-003,-003,0000,0002,
-003,-003,0000,0002,
0005,0001,0007,0001,
