delta1,delta2,delta3,delta4
0006,0014,0019,0026,
0006,0014,0019,0026,
0002,0005,0012,0012,
0002,0005,0012,0012,
0002,0005,0012,0012,
-001,0003,0003,0008,
-001,0003,0003,0008,
-001,0003,0003,0008,
0004,0001,0006,0000,
0004,0001,0006,0000,
0004,0001,0006,0000,
0004,0000,0006,-002,
0004,0000,0004,-002,
0004,0000,0004,-002,
0002,0001,0003,0001,
0002,0001,0003,0001,
0002,0001,0003,0001,
-002,-004,0000,-002,
-002,-004,0000,-002,
-002,-004,0000,-002,
-001,0000,-002,-001,
-001,0000,-002,-001,
-001,0000,-002,-001,
0000,0001,-003,0007,
0000,0001,-003,0004,
0000,0001,-003,0004,
-005,0000,-004,0004,
-005,0000,-004,0005,
-005,0000,-004,0005,
0001,0001,0003,0007,
