delta1,delta2,delta3,delta4
0010,0019,0026,0017,
0010,0019,0026,0017,
0008,0023,0028,0019,
0008,0023,0028,0019,
0008,0023,0028,0019,
0007,0020,0031,0019,
0007,0020,0031,0019,
0007,0020,0031,0019,
0004,0011,0028,0017,
0004,0011,0028,0017,
0004,0011,0028,0017,
0000,-001,0009,0005,
0000,-001,0009,0005,
-002,-001,0009,0005,
-002,-010,-008,-012,
-002,-010,-008,-012,
-005,-010,-008,-012,
-004,-006,-006,-007,
-004,-006,-006,-007,
-004,-006,-006,-007,
-006,-015,-014,-018,
-006,-015,-014,-018,
-006,-015,-014,-018,
-007,-011,-015,-016,
-007,-011,-015,-016,
-007,-011,-015,-016,
-007,-013,-013,-015,
-007,-013,-013,-015,
-007,-013,-013,-015,
-006,-011,-014,-015,
