delta1,delta2,delta3,delta4
0014,0033,0041,0032,
0014,0033,0043,0032,
0027,0045,0064,0051,
0027,0045,0064,0051,
0029,0045,0070,0052,
0052,0066,0088,0071,
0052,0067,0089,0071,
0052,0076,0101,0071,
0043,0091,0121,0091,
0043,0095,0123,0091,
0043,0097,0123,0091,
0043,0114,0147,0096,
0043,0103,0149,0096,
0033,0103,0149,0096,
0016,0051,0117,0075,
0016,0050,0083,0075,
0008,0041,0074,0075,
-007,0009,0007,0000,
-007,0009,0007,0000,
-007,0009,0007,0000,
-007,-007,-008,-008,
-003,-007,-008,-008,
-003,-007,-008,-008,
-007,-012,-015,-018,
-007,-012,-015,-018,
-007,-012,-015,-018,
-010,-016,-017,-019,
-010,-016,-017,-019,
-010,-016,-017,-019,
-010,-015,-016,-017,
