delta1,delta2,delta3,delta4
0010,0019,0026,0027,
0010,0019,0026,0027,
0018,0023,0038,0036,
0015,0023,0041,0036,
0015,0023,0041,0036,
0008,0013,0030,0031,
0008,0013,0030,0031,
0008,0013,0030,0031,
0005,0006,0013,0015,
0005,0006,0013,0015,
0005,0006,0013,0015,
0001,0001,0005,0007,
0001,0001,0005,0007,
0001,0001,0005,0007,
0000,0006,0005,0008,
0000,0006,0005,0008,
0000,0006,0005,0008,
0000,0007,0006,0010,
0000,0007,0006,0010,
0000,0007,0006,0010,
0003,0000,0008,0002,
0003,0000,0008,0002,
0003,0000,0008,0002,
-004,0002,0003,0002,
-004,0002,0003,0002,
-004,0002,0003,0002,
0004,0003,0007,0004,
0004,0003,0008,0004,
0004,0003,0008,0004,
-002,0003,0004,0006,
