delta1,delta2,delta3,delta4
0011,0018,0027,0022,
0011,0018,0027,0022,
0009,0015,0028,0020,
0009,0015,0028,0020,
0009,0015,0028,0020,
0006,0013,0013,0016,
0006,0010,0013,0016,
0006,0010,0013,0016,
0003,0001,0005,0003,
0003,0001,0005,0003,
0003,0001,0005,0003,
0001,0001,0002,0003,
0001,0001,0002,0003,
0001,0001,0002,0003,
0006,0002,0001,0000,
0006,0002,0001,0000,
0006,0002,0001,0000,
0004,0001,0005,0000,
0004,0001,0005,0000,
0004,0001,0005,0000,
0000,0000,0000,0000,
0000,0000,0000,0000,
0000,0000,0000,0000,
-001,0000,-002,0000,
-001,0000,-002,0000,
-001,0000,-002,0000,
0001,0003,0002,-001,
0001,0003,0002,-001,
0001,0003,0002,-001,
0001,0006,-001,0005,
