delta1,delta2,delta3,delta4
0010,0020,0026,0028,
0010,0020,0026,0028,
0012,0013,0027,0024,
0012,0013,0027,0024,
0012,0013,0027,0024,
0009,0013,0012,0017,
0009,0013,0012,0017,
0009,0013,0012,0017,
0001,0003,0002,0010,
0001,0003,0002,0010,
0001,0003,0002,0010,
0004,0000,0003,0002,
0004,0000,0003,0002,
0004,0000,0003,0002,
0000,0000,-003,0004,
0000,0000,-003,0004,
0000,0000,-003,0004,
-003,-002,-001,-003,
-003,-002,-001,-003,
-003,-002,-001,-003,
0003,-003,0003,-002,
0003,-003,0003,-002,
0003,-003,0003,-002,
0000,0000,0000,0001,
0000,0000,0000,0001,
0000,0000,0000,0001,
-002,-001,0000,0000,
-002,-001,0000,0000,
-002,-001,0000,0000,
-004,0000,-001,0003,
