delta1,delta2,delta3,delta4
0011,0017,0026,0022,
0011,0017,0026,0022,
0009,0012,0022,0020,
0009,0012,0020,0020,
0009,0012,0020,0020,
0004,0009,0007,0019,
0004,0009,0007,0019,
0004,0009,0007,0019,
0005,0000,0005,0004,
0005,0000,0005,0004,
0005,0000,0005,0004,
0000,0006,0003,0009,
0000,0006,0003,0009,
0000,0006,0003,0009,
0000,0004,-005,0007,
0000,0004,-005,0007,
0000,0004,-005,0007,
0005,-002,0001,0003,
0004,-001,0000,0002,
0004,-001,0000,0002,
-002,0007,0000,0004,
-002,0007,0000,0004,
-002,0007,0000,0004,
-002,0005,-002,0004,
-002,0005,-002,0004,
-002,0005,-002,0004,
0005,0002,-001,0003,
0005,0002,-001,0003,
0005,0002,-001,0003,
0000,0001,-001,0001,
