delta1,delta2,delta3,delta4
0011,0022,0026,0031,
0020,0035,0043,0043,
0021,0036,0047,0047,
0021,0036,0047,0047,
0017,0032,0047,0050,
0017,0032,0047,0050,
0017,0032,0047,0050,
0009,0015,0024,0025,
0009,0015,0019,0024,
0009,0015,0019,0024,
0004,0008,0009,0011,
0004,0008,0009,0011,
0004,0008,0009,0011,
0004,0001,0000,0002,
0004,0001,0000,0002,
0004,0001,0000,0002,
0004,0002,0004,0006,
0004,0002,0004,0006,
0004,0002,0004,0006,
0006,0004,0003,0004,
0006,0004,0003,0004,
0006,0004,0003,0004,
-002,0002,0002,0000,
-002,0002,0002,0000,
-002,0002,0002,0000,
0001,0003,0000,0006,
0001,0003,0000,0006,
0001,0003,0000,0006,
-003,0003,0001,0007,
-003,0003,0001,0007,
