delta1,delta2,delta3,delta4
0018,0023,0037,0038,
0018,0023,0037,0038,
0010,0021,0033,0035,
0010,0021,0033,0035,
0010,0021,0033,0035,
0009,0007,0016,0020,
0009,0007,0016,0020,
0009,0007,0016,0020,
0002,0004,0007,0005,
0002,0004,0007,0005,
0002,0004,0007,0005,
0006,0000,0004,0005,
0006,0000,0004,0005,
0006,0000,0004,0005,
0003,0001,-001,0006,
0003,0001,-001,0006,
0003,0001,-001,0006,
0005,-001,0003,0003,
0005,-001,0003,0003,
0005,-001,0003,0003,
0004,0000,0002,0004,
0004,0000,0002,0004,
0004,0000,0002,0004,
0001,0004,0000,0005,
0001,0004,0000,0005,
0001,0004,0000,0005,
-001,0004,0002,0004,
-001,0004,0002,0004,
-001,0004,0002,0004,
-002,0001,-001,-001,
