delta1,delta2,delta3,delta4
0014,0020,0025,0028,
0014,0020,0025,0028,
0015,0020,0025,0028,
0016,0023,0037,0041,
0016,0026,0037,0041,
0016,0026,0037,0041,
0024,0034,0048,0047,
0024,0035,0048,0048,
0017,0035,0048,0048,
0013,0035,0046,0048,
0013,0023,0038,0045,
0013,0015,0025,0032,
0007,0014,0024,0030,
0006,0011,0010,0012,
0004,0007,0010,0012,
0000,0003,0005,0001,
0000,0003,0005,0001,
0000,0003,0005,0001,
0001,-002,0000,0002,
0001,-002,0000,0002,
0001,-002,0000,0002,
0003,-003,0003,0002,
0003,-003,0003,0002,
0001,-003,0003,0002,
0001,0000,-001,0001,
0001,0000,-002,0001,
0002,0000,-002,0001,
0003,0003,-002,0002,
0003,0003,0001,0002,
0003,-001,0001,0002,
