delta1,delta2,delta3,delta4
0014,0020,0026,0024,
0021,0027,0031,0037,
0021,0027,0038,0037,
0021,0027,0038,0037,
0016,0023,0032,0032,
0016,0022,0031,0032,
0016,0022,0031,0032,
0008,0012,0014,0018,
0008,0012,0014,0018,
0008,0012,0014,0018,
0005,0004,0006,0005,
0005,0004,0006,0005,
0005,0004,0006,0005,
0000,0003,-001,0003,
0000,0003,-001,0003,
0000,0003,-001,0003,
0005,0005,0001,0006,
0005,0005,0001,0006,
0005,0005,0001,0006,
0004,0006,0001,0005,
0004,0006,0001,0005,
0004,0006,0001,0005,
0005,0003,0001,0001,
0005,0003,0001,0001,
0005,0003,0001,0001,
0007,0002,0004,0003,
0007,0002,0004,0003,
0007,0002,0004,0003,
0002,0006,-004,0005,
0002,0006,-004,0005,
