delta1,delta2,delta3,delta4
0009,0019,0028,0027,
0014,0024,0036,0034,
0014,0024,0036,0034,
0014,0024,0036,0034,
0017,0022,0044,0038,
0016,0022,0043,0038,
0016,0022,0043,0038,
0009,0013,0028,0025,
0009,0013,0027,0025,
0009,0013,0027,0025,
0002,0006,0009,0009,
0002,0006,0009,0009,
0002,0006,0009,0009,
-003,0001,0006,0001,
-003,0001,0006,0001,
-003,0001,0006,0001,
0000,0002,-001,0003,
0000,0002,-001,0003,
0000,0002,-001,0003,
-002,-001,0000,0001,
-002,-001,0000,0001,
-002,-001,0000,0001,
0000,-002,0002,-003,
0000,-002,0002,-003,
0000,-002,0002,-003,
0000,0003,0005,-003,
0000,0003,0005,-003,
0000,0003,0005,-003,
-001,-001,0003,0000,
-001,-001,0003,0000,
