delta1,delta2,delta3,delta4
0009,0021,0025,0031,
0010,0028,0034,0039,
0010,0028,0034,0039,
0010,0028,0034,0039,
0007,0021,0027,0032,
0007,0017,0027,0032,
0007,0017,0027,0032,
0007,0010,0015,0019,
0007,0010,0014,0019,
0007,0010,0014,0019,
0002,0003,0005,0008,
0002,0003,0005,0008,
0002,0003,0005,0008,
0001,0000,-002,0004,
0001,0000,-002,0004,
0001,0000,-002,0004,
-004,0002,-002,0009,
-004,0002,-002,0009,
-004,0002,-002,0009,
0001,0001,0000,-001,
0001,0001,0000,-001,
0001,0001,0000,-001,
0002,0000,0006,0002,
0002,0000,0005,0002,
0002,0000,0005,0002,
0002,-003,0000,0002,
0002,-003,0000,0002,
0002,-003,0000,0002,
-001,0000,0000,0004,
-001,0000,0000,0004,
