delta1,delta2,delta3,delta4
0010,0020,0027,0029,
0010,0020,0027,0029,
0008,0013,0024,0024,
0008,0013,0023,0024,
0008,0013,0023,0024,
0000,0006,0010,0012,
0000,0006,0010,0012,
0000,0006,0010,0012,
0004,0000,0007,0007,
0004,0000,0007,0007,
0004,0000,0007,0007,
0002,-001,0005,0003,
0002,-001,0005,0003,
0002,-001,0005,0003,
-004,0003,-003,0005,
-004,0003,-003,0005,
-004,0003,-003,0005,
0002,-001,-003,-002,
0002,-001,-003,-002,
0002,-001,-003,-002,
0002,-002,-006,0001,
0002,-002,-006,0001,
0002,-002,-006,0001,
-003,0003,-002,0005,
-003,0003,-002,0005,
-003,0003,-002,0005,
-003,0000,-001,-001,
-003,0000,-001,-001,
-003,0000,-001,-001,
-005,0003,-002,0008,
