delta1,delta2,delta3,delta4
0010,0021,0026,0027,
0010,0021,0026,0027,
0020,0024,0036,0038,
0020,0024,0040,0038,
0020,0024,0040,0038,
0014,0029,0038,0045,
0014,0028,0038,0045,
0014,0028,0038,0045,
0012,0014,0024,0022,
0012,0013,0020,0022,
0012,0013,0020,0022,
-001,0007,0004,0011,
-001,0007,0004,0011,
-001,0007,0004,0011,
0006,0001,0003,0002,
0006,0001,0003,0002,
0006,0001,0003,0002,
0007,0002,0006,-001,
0007,0002,0006,-001,
0007,0002,0006,-001,
0004,0001,0003,0002,
0004,0001,0003,0002,
0004,0001,0003,0002,
0004,-002,-001,-004,
0004,-002,-001,-004,
0004,-002,-001,-004,
0007,-001,0004,0004,
0007,-001,0004,0004,
0007,-001,0004,0004,
0001,0003,0002,0008,
