delta1,delta2,delta3,delta4
0003,0019,0026,0039,
0003,0028,0033,0043,
0011,0030,0042,0056,
0013,0032,0049,0059,
0013,0038,0055,0063,
0026,0047,0065,0074,
0026,0047,0067,0076,
0026,0047,0074,0079,
0024,0054,0078,0080,
0024,0054,0080,0080,
0015,0040,0078,0078,
0006,0038,0067,0075,
0003,0022,0044,0065,
0001,0014,0030,0041,
-004,0010,0026,0038,
-005,0006,0006,0019,
-005,0002,0005,0019,
-009,0001,0003,0012,
-009,0001,0000,0006,
-009,0001,0003,0006,
-011,0000,0002,0010,
-011,0000,0002,0010,
-011,0000,0002,0010,
-010,-002,0003,0011,
-010,-002,0003,0011,
-010,-002,0003,0011,
-007,0003,0000,0009,
-007,0003,0001,0009,
-007,0003,0001,0009,
-008,0001,0002,0008,
