delta1,delta2,delta3,delta4
0014,0023,0030,0036,
0014,0023,0030,0036,
0010,0013,0021,0024,
0010,0013,0020,0024,
0010,0013,0020,0024,
0008,0005,0008,0013,
0008,0005,0008,0013,
0008,0005,0008,0013,
-001,0000,-001,0001,
-001,0000,-001,0001,
-001,0000,-001,0001,
0005,0001,0002,-002,
0005,0001,0002,-002,
0005,0001,0002,-002,
0006,-002,0001,-001,
0006,-002,0001,-001,
0006,-002,0001,-001,
0007,0000,0002,0001,
0007,0000,0002,0001,
0007,0000,0002,0001,
0005,0001,0002,0002,
0005,0001,0002,0002,
0005,0001,0002,0002,
0006,0002,0004,0004,
0006,0002,0004,0004,
0006,0002,0004,0004,
0008,0002,0002,0003,
0008,0002,0002,0003,
0008,0002,0002,0003,
0003,0005,0000,0007,
