delta1,delta2,delta3,delta4
0011,0023,0032,0032,
0011,0023,0032,0032,
0013,0029,0044,0046,
0013,0029,0044,0046,
0013,0029,0044,0046,
0015,0021,0033,0035,
0014,0021,0033,0035,
0014,0021,0033,0035,
0007,0009,0014,0017,
0007,0009,0014,0017,
0007,0009,0014,0017,
0006,0008,0005,0013,
0006,0008,0005,0013,
0006,0008,0005,0013,
0000,0004,0001,0007,
0000,0004,0001,0007,
0000,0004,0001,0007,
0001,0001,-001,0005,
0001,0001,-001,0005,
0001,0001,-001,0005,
-002,0000,0004,0002,
-002,0000,0004,0002,
-002,0000,0004,0002,
0002,0003,0003,0005,
0002,0003,0003,0005,
0002,0003,0003,0005,
0000,-001,0000,0007,
0000,-001,0000,0007,
0000,-001,0000,0007,
0002,0001,0003,0001,
