delta1,delta2,delta3,delta4
0011,0019,0025,0031,
0013,0019,0026,0031,
0020,0032,0041,0048,
0020,0032,0041,0048,
0020,0034,0049,0048,
0024,0043,0060,0060,
0024,0043,0060,0060,
0024,0046,0064,0062,
0018,0035,0077,0066,
0018,0035,0077,0066,
0012,0027,0045,0055,
0008,0016,0041,0047,
0008,0013,0023,0035,
0007,0005,0010,0019,
0001,0003,0006,0008,
0001,0003,0006,0008,
0001,0003,0006,0007,
0000,0003,0003,0003,
0000,0003,0003,0003,
0000,0003,0003,0003,
0000,0003,0000,0005,
0000,0003,0000,0005,
0000,0006,0000,0005,
0002,0006,0003,0004,
0002,0006,0003,0004,
0001,0006,0003,0004,
0001,0004,0002,-002,
0001,0004,0002,-002,
0003,0004,0002,-002,
-002,0000,0000,0000,
