delta1,delta2,delta3,delta4
0014,0018,0031,0028,
0014,0018,0031,0028,
0009,0017,0021,0027,
0009,0017,0021,0027,
0009,0017,0021,0027,
0007,0013,0013,0019,
0007,0013,0013,0019,
0007,0013,0013,0019,
0007,0005,0012,0013,
0007,0005,0012,0013,
0007,0005,0012,0013,
0006,0002,0005,0004,
0006,0002,0005,0004,
0005,0001,0004,0003,
0005,0000,0004,0001,
0005,0000,0004,0001,
0005,0000,0004,0001,
-004,0001,-004,0004,
-004,0001,-004,0004,
-004,0001,-004,0004,
-003,-002,-001,0000,
-003,-002,-003,0000,
-003,-002,-003,0000,
0000,-001,-003,0001,
0000,-001,-002,0001,
0000,-001,-002,0001,
0001,0001,-003,0005,
0001,0001,-003,0005,
0001,0001,-003,0005,
0000,-003,-002,0000,
