delta1,delta2,delta3,delta4
0010,0017,0028,0025,
0010,0017,0028,0025,
0013,0018,0033,0028,
0013,0018,0033,0028,
0013,0018,0033,0028,
0010,0013,0021,0025,
0010,0013,0021,0025,
0010,0013,0021,0025,
0004,0008,0012,0013,
0004,0008,0012,0013,
0004,0008,0012,0013,
0001,0002,0006,0002,
0001,0002,0006,0002,
0001,0002,0006,0002,
0001,0002,0003,0003,
0001,0002,0003,0003,
0001,0002,0003,0003,
-001,0001,0003,0003,
-001,0001,0003,0003,
-001,0001,0003,0003,
0004,0001,0007,-001,
0004,0001,0007,-001,
0004,0001,0007,-001,
0002,0002,0000,-001,
0002,0002,0000,-001,
0002,0002,0000,-001,
0001,-001,0003,0001,
0001,-001,0003,0001,
0001,-001,0003,0001,
0003,0001,0000,0002,
