delta1,delta2,delta3,delta4
0011,0017,0028,0022,
0018,0022,0036,0034,
0018,0022,0037,0034,
0018,0022,0037,0034,
0007,0021,0031,0032,
0007,0021,0031,0032,
0007,0021,0031,0032,
0007,0011,0016,0018,
0007,0011,0016,0018,
0007,0011,0016,0018,
0004,0008,0007,0013,
0004,0008,0007,0013,
0004,0008,0007,0013,
0000,0001,0000,0005,
0000,0001,0000,0005,
0000,0001,0000,0005,
-001,0004,0004,0007,
-001,0004,0004,0007,
-001,0004,0004,0007,
0001,0003,0003,0004,
0001,0003,0003,0004,
0001,0003,0003,0004,
0002,-004,0002,0002,
0002,-004,0002,0002,
0002,-004,0002,0002,
0004,-003,0004,0000,
0004,-003,0004,0000,
0004,-003,0004,0000,
-001,0003,-001,0006,
-001,0003,-001,0006,
