delta1,delta2,delta3,delta4
0012,0017,0023,0030,
0012,0017,0023,0030,
0016,0024,0039,0034,
0016,0025,0040,0040,
0016,0025,0040,0040,
0019,0028,0042,0043,
0019,0027,0042,0043,
0019,0027,0042,0043,
0012,0023,0032,0036,
0012,0023,0032,0034,
0012,0023,0032,0034,
0009,0007,0017,0017,
0009,0007,0017,0017,
0009,0007,0017,0017,
0005,0005,0007,0011,
0005,0005,0007,0011,
0005,0005,0007,0011,
0006,0002,0008,0002,
0006,0002,0008,0002,
0006,0002,0008,0002,
0007,-001,0007,0004,
0006,-001,0007,0004,
0006,-001,0007,0004,
0005,0000,0008,0003,
0005,0000,0008,0003,
0005,0000,0008,0003,
0006,-003,0005,0004,
0006,-003,0005,0004,
0006,-003,0005,0004,
-003,0001,0003,-001,
