delta1,delta2,delta3,delta4
0010,0021,0033,0033,
0010,0021,0033,0033,
0008,0019,0030,0030,
0008,0019,0030,0030,
0008,0019,0030,0030,
0001,0010,0012,0020,
0001,0010,0012,0020,
0001,0010,0012,0020,
0006,0003,0011,0003,
0006,0003,0008,0003,
0006,0003,0008,0003,
0004,0004,0006,0005,
0003,0004,0006,0005,
0003,0004,0006,0005,
0000,0005,0003,0005,
0000,0005,0003,0005,
0000,0005,0003,0005,
-001,0000,0004,-001,
-001,0000,0004,-001,
-001,0000,0004,-001,
0004,-001,0002,0004,
0004,-001,0002,0004,
0004,-001,0002,0004,
0002,0001,0004,0002,
0002,0001,0004,0002,
0002,0001,0004,0002,
0005,0001,0006,0002,
0005,0001,0006,0002,
0005,0001,0006,0002,
-001,0002,0002,0001,
