delta1,delta2,delta3,delta4
0010,0021,0030,0031,
0010,0021,0030,0031,
0011,0025,0033,0037,
0011,0025,0033,0037,
0011,0025,0033,0037,
0009,0020,0033,0032,
0009,0016,0028,0032,
0009,0016,0028,0032,
0005,0011,0012,0017,
0005,0011,0012,0015,
0005,0011,0012,0015,
0004,0003,0007,0008,
0004,0003,0007,0008,
0004,0003,0007,0008,
0001,0004,0001,0007,
0001,0004,0001,0007,
0001,0004,0001,0007,
0004,0003,0007,-001,
0004,0003,0006,-001,
0004,0003,0006,-001,
0003,0005,0005,0005,
0003,0005,0005,0005,
0003,0005,0005,0005,
0004,0000,0002,0003,
0004,0000,0002,0003,
0004,0000,0002,0003,
0003,0003,0007,-001,
0003,0003,0009,-001,
0003,0003,0009,-001,
0003,-001,0006,0001,
