delta1,delta2,delta3,delta4
0013,0016,0026,0031,
0016,0022,0029,0035,
0019,0029,0040,0043,
0019,0029,0040,0043,
0019,0029,0040,0043,
0012,0026,0045,0045,
0011,0026,0045,0045,
0011,0018,0038,0041,
0009,0018,0033,0034,
0005,0011,0024,0034,
0005,0010,0019,0017,
0006,0006,0007,0007,
0006,0006,0007,0007,
0004,0005,0007,0007,
-001,-001,0001,0006,
-001,-001,0001,0006,
-001,-001,0001,0006,
0004,0002,0001,0004,
0004,0002,0001,0004,
0004,0002,0001,0004,
0004,0002,0002,0002,
0004,0002,0002,0002,
0005,0002,0002,0002,
0001,0002,-001,-004,
0001,0002,-001,-004,
0001,0004,-001,-004,
0001,0006,0004,0001,
0001,0006,0004,0001,
0004,0006,0004,0002,
0004,0002,0002,0001,
