delta1,delta2,delta3,delta4
0009,0015,0024,0027,
0009,0015,0024,0027,
0017,0023,0034,0034,
0018,0023,0036,0034,
0018,0023,0036,0034,
0014,0020,0032,0037,
0014,0020,0032,0037,
0014,0020,0032,0037,
0007,0006,0014,0017,
0007,0006,0013,0017,
0007,0006,0013,0017,
0001,0003,0004,0008,
0001,0003,0004,0008,
0001,0003,0004,0008,
-001,-001,0001,0003,
-001,-001,0001,0003,
-001,-001,0001,0003,
0000,0002,-001,0008,
0000,0002,-001,0008,
0000,0002,-001,0008,
-003,0002,-001,0005,
-003,0002,-001,0005,
-003,0002,-001,0005,
-006,0001,-004,0007,
-006,0001,-004,0007,
-006,0001,-004,0007,
-001,0000,0002,0000,
-001,0000,0002,0000,
-001,0000,0002,0000,
-004,-003,-005,0003,
